Voltage,Current
23.0,9.4482e-08
23.0,1.00709e-07
23.0,1.07023e-07
23.0,1.13155e-07
23.0,1.1932e-07
23.0,1.25422e-07
23.0,1.31393e-07
23.0,1.37413e-07
23.0,1.43377e-07
23.0,1.492e-07
23.0,1.55067e-07
23.0,1.60888e-07
23.0,1.6666e-07
23.0,1.72318e-07
23.0,1.77976e-07
23.0,1.83631e-07
23.0,1.89111e-07
23.0,1.94692e-07
23.0,2.00169e-07
23.0,2.05528e-07
23.0,2.10921e-07
23.0,2.16258e-07
23.0,2.21468e-07
23.0,2.26699e-07
23.0,2.31852e-07
23.0,2.36907e-07
23.0,2.41993e-07
23.0,2.47004e-07
23.0,2.51862e-07
23.0,2.5679e-07
23.0,2.61679e-07
23.0,2.66391e-07
23.0,2.71147e-07
23.0,2.75868e-07
23.0,2.80444e-07
23.0,2.85013e-07
23.0,2.89562e-07
23.0,2.94039e-07
23.0,2.98413e-07
23.0,3.02809e-07
23.0,3.07157e-07
23.0,3.11353e-07
23.0,3.15545e-07
23.0,3.19735e-07
23.0,3.23825e-07
23.0,3.27918e-07
23.0,3.31954e-07
23.0,3.35863e-07
23.0,3.39801e-07
23.0,3.43641e-07
23.0,3.47392e-07
23.0,3.5114e-07
23.0,3.54825e-07
23.0,3.58442e-07
23.0,3.6203e-07
23.0,3.65571e-07
23.0,3.69027e-07
23.0,3.72487e-07
23.0,3.75881e-07
23.0,3.79267e-07
23.0,3.82555e-07
23.0,3.85767e-07
23.0,3.88967e-07
23.0,3.9204e-07
23.0,3.9513e-07
23.0,3.98222e-07
23.0,4.01178e-07
23.0,4.04138e-07
23.0,4.07052e-07
23.0,4.09823e-07
23.0,4.12678e-07
23.0,4.15443e-07
23.0,4.18115e-07
23.0,4.20825e-07
23.0,4.23429e-07
23.0,4.25952e-07
23.0,4.28482e-07
23.0,4.3097e-07
23.0,4.33401e-07
23.0,4.35788e-07
23.0,4.38171e-07
23.0,4.40442e-07
23.0,4.42686e-07
23.0,4.44913e-07
23.0,4.47094e-07
23.0,4.49174e-07
23.0,4.51277e-07
23.0,4.53344e-07
23.0,4.55332e-07
23.0,4.57293e-07
23.0,4.59231e-07
23.0,4.61036e-07
23.0,4.62897e-07
23.0,4.64749e-07
23.0,4.66438e-07
23.0,4.68167e-07
23.0,4.69903e-07
23.0,4.71502e-07
23.0,4.73094e-07
23.0,4.74667e-07
23.0,4.76154e-07
23.0,4.77634e-07
23.0,4.79107e-07
23.0,4.80569e-07
23.0,4.81943e-07
23.0,4.83304e-07
23.0,4.84637e-07
23.0,4.85898e-07
23.0,4.87153e-07
23.0,4.88348e-07
23.0,4.89493e-07
23.0,4.90659e-07
23.0,4.91778e-07
23.0,4.92836e-07
23.0,4.9389e-07
23.0,4.94953e-07
23.0,4.95914e-07
23.0,4.96885e-07
23.0,4.97806e-07
23.0,4.98685e-07
23.0,4.9957e-07
23.0,5.00438e-07
23.0,5.01237e-07
23.0,5.02032e-07
23.0,5.02781e-07
23.0,5.03542e-07
23.0,5.04252e-07
23.0,5.04965e-07
23.0,5.05572e-07
23.0,5.06224e-07
23.0,5.06838e-07
23.0,5.0744e-07
23.0,5.07991e-07
23.0,5.08583e-07
23.0,5.09165e-07
23.0,5.09621e-07
23.0,5.10086e-07
23.0,5.10555e-07
23.0,5.11005e-07
23.0,5.11454e-07
23.0,5.11867e-07
23.0,5.12246e-07
23.0,5.12672e-07
23.0,5.1302e-07
23.0,5.1341e-07
23.0,5.13774e-07
23.0,5.14131e-07
23.0,5.14452e-07
23.0,5.14795e-07
23.0,5.15126e-07
23.0,5.15459e-07
23.0,5.15766e-07
23.0,5.16051e-07
23.0,5.16355e-07
23.0,5.16654e-07
23.0,5.16958e-07
23.0,5.17265e-07
23.0,5.17555e-07
23.0,5.17848e-07
23.0,5.18157e-07
23.0,5.18467e-07
23.0,5.18752e-07
23.0,5.19031e-07
23.0,5.19297e-07
23.0,5.19575e-07
23.0,5.19889e-07
23.0,5.20143e-07
23.0,5.20413e-07
23.0,5.20678e-07
23.0,5.20923e-07
23.0,5.21208e-07
23.0,5.21464e-07
23.0,5.21682e-07
23.0,5.21963e-07
23.0,5.22187e-07
23.0,5.2244e-07
23.0,5.22669e-07
23.0,5.22966e-07
23.0,5.23181e-07
23.0,5.23413e-07
23.0,5.23594e-07
23.0,5.23822e-07
23.0,5.24039e-07
23.0,5.24236e-07
23.0,5.24492e-07
23.0,5.24685e-07
23.0,5.24908e-07
23.0,5.25152e-07
23.0,5.25388e-07
23.0,5.25583e-07
23.0,5.25801e-07
23.0,5.26021e-07
23.0,5.26214e-07
23.0,5.26432e-07
23.0,5.26628e-07
23.0,5.26808e-07
23.0,5.27043e-07
23.0,5.27275e-07
23.0,5.27494e-07
23.0,5.27653e-07
23.0,5.27863e-07
23.0,5.28109e-07
23.0,5.28256e-07
23.0,5.28464e-07
23.0,5.28697e-07
23.0,5.28859e-07
23.0,5.29046e-07
23.0,5.29222e-07
23.0,5.29379e-07
23.0,5.29616e-07
23.0,5.29788e-07
23.0,5.2995e-07
23.0,5.30168e-07
23.0,5.30347e-07
23.0,5.30456e-07
23.0,5.30667e-07
23.0,5.30841e-07
23.0,5.30983e-07
23.0,5.31153e-07
23.0,5.31269e-07
23.0,5.31434e-07
23.0,5.31631e-07
23.0,5.3178e-07
23.0,5.31929e-07
23.0,5.32089e-07
23.0,5.32252e-07
23.0,5.3245e-07
23.0,5.32599e-07
23.0,5.32758e-07
23.0,5.32939e-07
23.0,5.33109e-07
23.0,5.33259e-07
23.0,5.33411e-07
23.0,5.33527e-07
23.0,5.33695e-07
23.0,5.33816e-07
27.0,-1.09552e-08
27.0,2.21681e-09
27.0,1.33594e-08
27.0,2.33577e-08
27.0,3.31226e-08
27.0,4.27639e-08
27.0,5.21501e-08
27.0,6.1626e-08
27.0,7.0999e-08
27.0,8.02073e-08
27.0,8.95488e-08
27.0,9.86062e-08
27.0,1.07529e-07
27.0,1.16802e-07
27.0,1.25967e-07
27.0,1.34895e-07
27.0,1.43995e-07
27.0,1.53005e-07
27.0,1.6185e-07
27.0,1.70749e-07
27.0,1.79667e-07
27.0,1.88338e-07
27.0,1.97155e-07
27.0,2.0586e-07
27.0,2.1436e-07
27.0,2.22988e-07
27.0,2.31633e-07
27.0,2.4016e-07
27.0,2.48453e-07
27.0,2.56872e-07
27.0,2.65285e-07
27.0,2.73465e-07
27.0,2.81729e-07
27.0,2.89924e-07
27.0,2.97936e-07
27.0,3.05971e-07
27.0,3.14072e-07
27.0,3.21845e-07
27.0,3.29799e-07
27.0,3.37605e-07
27.0,3.45227e-07
27.0,3.5301e-07
27.0,3.60655e-07
27.0,3.68166e-07
27.0,3.75674e-07
27.0,3.83139e-07
27.0,3.90465e-07
27.0,3.97777e-07
27.0,4.05111e-07
27.0,4.1229e-07
27.0,4.19435e-07
27.0,4.2654e-07
27.0,4.33658e-07
27.0,4.40487e-07
27.0,4.47478e-07
27.0,4.54407e-07
27.0,4.61145e-07
27.0,4.6785e-07
27.0,4.74524e-07
27.0,4.81017e-07
27.0,4.87531e-07
27.0,4.94026e-07
27.0,5.00356e-07
27.0,5.06696e-07
27.0,5.13045e-07
27.0,5.19237e-07
27.0,5.2537e-07
27.0,5.3149e-07
27.0,5.37492e-07
27.0,5.43516e-07
27.0,5.49394e-07
27.0,5.55229e-07
27.0,5.61019e-07
27.0,5.66768e-07
27.0,5.72423e-07
27.0,5.78004e-07
27.0,5.83523e-07
27.0,5.88953e-07
27.0,5.94305e-07
27.0,5.99662e-07
27.0,6.05062e-07
27.0,6.10201e-07
27.0,6.15464e-07
27.0,6.20604e-07
27.0,6.25463e-07
27.0,6.30484e-07
27.0,6.35472e-07
27.0,6.40294e-07
27.0,6.45194e-07
27.0,6.49903e-07
27.0,6.54555e-07
27.0,6.59246e-07
27.0,6.63833e-07
27.0,6.68251e-07
27.0,6.72747e-07
27.0,6.77164e-07
27.0,6.81376e-07
27.0,6.85687e-07
27.0,6.8996e-07
27.0,6.94148e-07
27.0,6.98128e-07
27.0,7.02245e-07
27.0,7.06234e-07
27.0,7.10092e-07
27.0,7.13991e-07
27.0,7.17879e-07
27.0,7.21592e-07
27.0,7.25347e-07
27.0,7.29036e-07
27.0,7.32561e-07
27.0,7.36108e-07
27.0,7.39677e-07
27.0,7.43057e-07
27.0,7.46446e-07
27.0,7.49806e-07
27.0,7.53066e-07
27.0,7.56339e-07
27.0,7.59542e-07
27.0,7.62575e-07
27.0,7.65725e-07
27.0,7.68764e-07
27.0,7.7173e-07
27.0,7.74579e-07
27.0,7.77428e-07
27.0,7.80303e-07
27.0,7.83046e-07
27.0,7.85754e-07
27.0,7.88515e-07
27.0,7.91047e-07
27.0,7.9365e-07
27.0,7.96155e-07
27.0,7.98572e-07
27.0,8.00978e-07
27.0,8.03383e-07
27.0,8.0572e-07
27.0,8.07931e-07
27.0,8.10181e-07
27.0,8.12395e-07
27.0,8.14606e-07
27.0,8.16743e-07
27.0,8.18745e-07
27.0,8.20813e-07
27.0,8.22821e-07
27.0,8.24751e-07
27.0,8.26633e-07
27.0,8.28484e-07
27.0,8.30273e-07
27.0,8.32089e-07
27.0,8.33818e-07
27.0,8.3556e-07
27.0,8.37133e-07
27.0,8.38718e-07
27.0,8.40283e-07
27.0,8.41787e-07
27.0,8.43284e-07
27.0,8.44745e-07
27.0,8.4619e-07
27.0,8.47561e-07
27.0,8.48943e-07
27.0,8.50204e-07
27.0,8.51545e-07
27.0,8.52786e-07
27.0,8.53965e-07
27.0,8.552e-07
27.0,8.56285e-07
27.0,8.57409e-07
27.0,8.58435e-07
27.0,8.5947e-07
27.0,8.60526e-07
27.0,8.61493e-07
27.0,8.62445e-07
27.0,8.63337e-07
27.0,8.64207e-07
27.0,8.6503e-07
27.0,8.65844e-07
27.0,8.66661e-07
27.0,8.6746e-07
27.0,8.68239e-07
27.0,8.68997e-07
27.0,8.69653e-07
27.0,8.7031e-07
27.0,8.70918e-07
27.0,8.71623e-07
27.0,8.72217e-07
27.0,8.72803e-07
27.0,8.7342e-07
27.0,8.74033e-07
27.0,8.74575e-07
27.0,8.75147e-07
27.0,8.75715e-07
27.0,8.76236e-07
27.0,8.76835e-07
27.0,8.7737e-07
27.0,8.77844e-07
27.0,8.78373e-07
27.0,8.78864e-07
27.0,8.79363e-07
27.0,8.799e-07
27.0,8.80302e-07
27.0,8.80865e-07
27.0,8.81306e-07
27.0,8.81762e-07
27.0,8.8224e-07
27.0,8.82641e-07
27.0,8.83168e-07
27.0,8.83595e-07
27.0,8.84055e-07
27.0,8.84481e-07
27.0,8.84945e-07
27.0,8.85322e-07
27.0,8.85818e-07
27.0,8.86217e-07
27.0,8.86608e-07
27.0,8.87086e-07
27.0,8.87465e-07
27.0,8.87883e-07
27.0,8.88313e-07
27.0,8.88695e-07
27.0,8.89145e-07
27.0,8.89487e-07
27.0,8.89836e-07
27.0,8.90201e-07
27.0,8.90564e-07
27.0,8.90938e-07
27.0,8.91341e-07
27.0,8.91733e-07
27.0,8.92047e-07
27.0,8.92428e-07
27.0,8.92777e-07
27.0,8.93142e-07
27.0,8.93439e-07
27.0,8.9383e-07
27.0,8.94147e-07
27.0,8.94418e-07
27.0,8.94702e-07
27.0,8.95057e-07
27.0,8.95344e-07
27.0,8.95678e-07
27.0,8.95943e-07
27.0,8.9632e-07
27.0,8.96629e-07
27.0,8.96896e-07
27.0,8.97217e-07
27.0,8.97458e-07
27.0,8.97698e-07
27.0,8.97985e-07
27.0,8.98299e-07
27.0,8.98604e-07
27.0,8.98869e-07
27.0,8.99082e-07
27.0,8.99358e-07
