
UGS= -30 to 30 in 0.2 step
UDS= 5 to 26 in 7 step
NO. UDS ID UGS
 V A V
336 12 2.33937E-08 -23.2
337 12 2.27436E-08 -23
338 12 2.20553E-08 -22.8
339 12 2.13947E-08 -22.6
340 12 2.0786E-08 -22.4
341 12 2.01532E-08 -22.2
342 12 1.95541E-08 -22
343 12 1.89704E-08 -21.8
344 12 1.84564E-08 -21.6
345 12 1.79233E-08 -21.4
346 12 1.73697E-08 -21.2
347 12 1.68667E-08 -21
348 12 1.63721E-08 -20.8
349 12 1.58946E-08 -20.6
350 12 1.54436E-08 -20.4
351 12 1.49861E-08 -20.2
352 12 1.45705E-08 -20
353 12 1.41626E-08 -19.8
354 12 1.37861E-08 -19.6
355 12 1.34064E-08 -19.4
356 12 1.30642E-08 -19.2
357 12 1.27282E-08 -19
358 12 1.25171E-08 -18.8
359 12 1.21478E-08 -18.6
360 12 1.18759E-08 -18.4
361 12 1.16205E-08 -18.2
362 12 1.14482E-08 -18
363 12 1.11414E-08 -17.8
364 12 1.09163E-08 -17.6
365 12 1.07798E-08 -17.4
366 12 1.06401E-08 -17.2
367 12 1.03902E-08 -17
368 12 1.0327E-08 -16.8
369 12 9.9833E-09 -16.6
370 12 1.00237E-08 -16.4
371 12 9.9204E-09 -16.2
372 12 9.7813E-09 -16
373 12 9.663E-09 -15.8
374 12 9.5416E-09 -15.6
375 12 9.4357E-09 -15.4
376 12 9.3193E-09 -15.2
377 12 9.2227E-09 -15
378 12 9.1324E-09 -14.8
379 12 9.0264E-09 -14.6
380 12 8.9415E-09 -14.4
381 12 8.8392E-09 -14.2
382 12 8.7365E-09 -14
383 12 8.6443E-09 -13.8
384 12 8.62533E-09 -13.6
385 12 8.02999E-09 -13.4
386 12 7.87187E-09 -13.2
387 12 7.74082E-09 -13
388 12 7.58546E-09 -12.8
389 12 7.46384E-09 -12.6
390 12 7.33829E-09 -12.4
391 12 7.22639E-09 -12.2
392 12 7.11289E-09 -12
393 12 6.98656E-09 -11.8
394 12 6.87099E-09 -11.6
395 12 6.74826E-09 -11.4
396 12 6.63734E-09 -11.2
397 12 6.51914E-09 -11
398 12 6.406E-09 -10.8
399 12 6.28175E-09 -10.6
400 12 6.17272E-09 -10.4
401 12 6.06329E-09 -10.2
402 12 5.95126E-09 -10
403 12 6.00518E-09 -9.8
404 12 5.73995E-09 -9.6
405 12 5.62716E-09 -9.4
406 12 5.6847E-09 -9.2
407 12 5.4259E-09 -9
408 12 5.32002E-09 -8.8
409 12 5.21341E-09 -8.6
410 12 5.27502E-09 -8.4
411 12 5.00994E-09 -8.2
412 12 4.91147E-09 -8
413 12 4.80309E-09 -7.8
414 12 4.85592E-09 -7.6
415 12 4.60186E-09 -7.4
416 12 4.49162E-09 -7.2
417 12 4.54222E-09 -7
418 12 4.44169E-09 -6.8
419 12 4.19591E-09 -6.6
420 12 4.23733E-09 -6.4
421 12 4.1524E-09 -6.2
422 12 3.89562E-09 -6
423 12 3.95296E-09 -5.8
424 12 3.69473E-09 -5.6
425 12 3.5999E-09 -5.4
426 12 3.65292E-09 -5.2
427 12 3.40904E-09 -5
428 12 3.30913E-09 -4.8
429 12 3.2112E-09 -4.6
430 12 3.27707E-09 -4.4
431 12 3.02828E-09 -4.2
432 12 3.08915E-09 -4
433 12 3.00329E-09 -3.8
434 12 2.76222E-09 -3.6
435 12 2.66594E-09 -3.4
436 12 2.57984E-09 -3.2
437 12 2.6497E-09 -3
438 12 2.41049E-09 -2.8
439 12 2.32587E-09 -2.6
440 12 2.3971E-09 -2.4
441 12 2.16166E-09 -2.2
442 12 2.0722E-09 -2
443 12 2.14713E-09 -1.8
444 12 1.91154E-09 -1.6
445 12 1.82836E-09 -1.4
446 12 1.75052E-09 -1.2
447 12 1.82346E-09 -1
448 12 1.59586E-09 -0.8
449 12 1.51305E-09 -0.6
450 12 1.43554E-09 -0.4
451 12 1.51178E-09 -0.2
452 12 1.27852E-09 0
453 12 1.2081E-09 0.2
454 12 1.12705E-09 0.4
455 12 1.05497E-09 0.6
456 12 9.8258E-10 0.8
457 12 9.0467E-10 1
458 12 8.3598E-10 1.2
459 12 7.6303E-10 1.4
460 12 6.9692E-10 1.6
461 12 6.2211E-10 1.8
462 12 5.5662E-10 2
463 12 4.8674E-10 2.2
464 12 4.2235E-10 2.4
465 12 3.5708E-10 2.6
466 12 2.8681E-10 2.8
467 12 5.3584E-10 3
468 12 1.8485E-10 3.2
469 12 1.1287E-10 3.4
470 12 4.252E-11 3.6
471 12 -1.704E-11 3.8
472 12 -8.241E-11 4
473 12 -1.3922E-10 4.2
474 12 -1.9717E-10 4.4
475 12 -2.5722E-10 4.6
476 12 -3.0944E-10 4.8
477 12 -3.6793E-10 5
478 12 -4.1808E-10 5.2
479 12 -4.7351E-10 5.4
480 12 -5.2071E-10 5.6
481 12 -5.7487E-10 5.8
482 12 -6.2211E-10 6
483 12 -6.6833E-10 6.2
484 12 -7.1788E-10 6.4
485 12 -7.6151E-10 6.6
486 12 -8.1041E-10 6.8
487 12 -8.5112E-10 7
488 12 -8.971E-10 7.2
489 12 -9.2754E-10 7.4
490 12 -9.4289E-10 7.6
491 12 -9.1708E-10 7.8
492 12 -8.3978E-10 8
493 12 -4.7525E-10 8.2
494 12 3.7571E-10 8.4
495 12 1.81792E-09 8.6
496 12 3.44002E-09 8.8
497 12 4.18708E-09 9
498 12 5.3445E-09 9.2
499 12 6.60494E-09 9.4
500 12 8.25861E-09 9.6
501 12 1.012488E-08 9.8
502 12 1.28164E-08 10
503 12 1.31457E-08 10.2
504 12 1.4531E-08 10.4
505 12 1.6058E-08 10.6
506 12 1.76867E-08 10.8
507 12 1.94223E-08 11
508 12 2.1269E-08 11.2
509 12 2.32206E-08 11.4
510 12 2.52798E-08 11.6
511 12 2.7466E-08 11.8
512 12 2.97732E-08 12
513 12 3.21962E-08 12.2
514 12 3.47425E-08 12.4
515 12 3.74297E-08 12.6
516 12 4.02372E-08 12.8
517 12 4.31865E-08 13
518 12 4.62608E-08 13.2
519 12 4.946E-08 13.4
520 12 5.28301E-08 13.6
521 12 5.63206E-08 13.8
522 12 5.99681E-08 14
523 12 6.37546E-08 14.2
524 12 6.77015E-08 14.4
525 12 7.18081E-08 14.6
526 12 7.60763E-08 14.8
527 12 8.04875E-08 15
528 12 8.50532E-08 15.2
529 12 8.98061E-08 15.4
530 12 9.47258E-08 15.6
531 12 9.9845E-08 15.8
532 12 1.050864E-07 16
533 12 1.104962E-07 16.2
534 12 1.147813E-07 16.4
535 12 1.22426E-07 16.6
536 12 1.27808E-07 16.8
537 12 1.33922E-07 17
538 12 1.40193E-07 17.2
539 12 1.46689E-07 17.4
540 12 1.53425E-07 17.6
541 12 1.60359E-07 17.8
542 12 1.67539E-07 18
543 12 1.74872E-07 18.2
544 12 1.8249E-07 18.4
545 12 1.90216E-07 18.6
546 12 1.98196E-07 18.8
547 12 2.06319E-07 19
548 12 2.1458E-07 19.2
549 12 2.23134E-07 19.4
550 12 2.31765E-07 19.6
551 12 2.4071E-07 19.8
552 12 2.49733E-07 20
553 12 2.5899E-07 20.2
554 12 2.68377E-07 20.4
555 12 2.78E-07 20.6
556 12 2.8777E-07 20.8
557 12 2.97772E-07 21
558 12 3.07923E-07 21.2
559 12 3.18212E-07 21.4
560 12 3.28749E-07 21.6
561 12 3.39352E-07 21.8
562 12 3.50255E-07 22
563 12 3.61265E-07 22.2
564 12 3.72469E-07 22.4
565 12 3.83769E-07 22.6
566 12 3.95311E-07 22.8
567 12 4.06995E-07 23
568 12 4.18808E-07 23.2
569 12 4.30892E-07 23.4
570 12 4.43031E-07 23.6
571 12 4.55408E-07 23.8
572 12 4.67871E-07 24
573 12 4.80628E-07 24.2
574 12 4.93383E-07 24.4
575 12 5.06447E-07 24.6
576 12 5.19499E-07 24.8
577 12 5.32876E-07 25
578 12 5.46273E-07 25.2
579 12 5.59845E-07 25.4
580 12 5.73629E-07 25.6
581 12 5.87543E-07 25.8
582 12 6.01654E-07 26
583 12 6.15775E-07 26.2
584 12 6.30161E-07 26.4
585 12 6.44562E-07 26.6
586 12 6.5931E-07 26.8
587 12 6.73902E-07 27
588 12 6.88834E-07 27.2
589 12 7.03951E-07 27.4
590 12 7.19045E-07 27.6
591 12 7.34551E-07 27.8
592 12 7.49907E-07 28
593 12 7.65584E-07 28.2
594 12 7.8127E-07 28.4
595 12 7.97384E-07 28.6
596 12 8.13398E-07 28.8
597 12 8.2949E-07 29
598 12 8.45742E-07 29.2
599 12 8.62039E-07 29.4
600 12 8.78671E-07 29.6
601 12 8.9524E-07 29.8
602 12 9.12086E-07 30
603 19 5.75117E-07 -30
604 19 1.44917E-07 -29.8
605 19 1.02248E-07 -29.6
606 19 9.01215E-08 -29.4
607 19 8.62476E-08 -29.2
608 19 8.28416E-08 -29
609 19 7.94604E-08 -28.8
610 19 7.66099E-08 -28.6
611 19 7.37612E-08 -28.4
612 19 7.13392E-08 -28.2
613 19 6.96719E-08 -28
614 19 6.7454E-08 -27.8
615 19 6.57703E-08 -27.6
616 19 6.38351E-08 -27.4
617 19 6.18884E-08 -27.2
618 19 6.01974E-08 -27
619 19 5.86691E-08 -26.8
620 19 5.71795E-08 -26.6
621 19 5.5989E-08 -26.4
622 19 5.48287E-08 -26.2
623 19 5.37458E-08 -26
624 19 5.24186E-08 -25.8
625 19 5.09637E-08 -25.6
626 19 4.97367E-08 -25.4
627 19 4.88112E-08 -25.2
628 19 4.79921E-08 -25
629 19 4.70821E-08 -24.8
630 19 4.60603E-08 -24.6
631 19 4.50976E-08 -24.4
632 19 4.42303E-08 -24.2
633 19 4.34582E-08 -24
634 19 4.26736E-08 -23.8
635 19 4.16085E-08 -23.6
636 19 4.06242E-08 -23.4
637 19 3.98479E-08 -23.2
638 19 3.90499E-08 -23
639 19 3.82242E-08 -22.8
640 19 3.73124E-08 -22.6
641 19 3.64018E-08 -22.4
642 19 3.55564E-08 -22.2
643 19 3.48367E-08 -22
644 19 3.41273E-08 -21.8
645 19 3.3347E-08 -21.6
646 19 3.26421E-08 -21.4
647 19 3.19807E-08 -21.2
648 19 3.12321E-08 -21
649 19 3.04462E-08 -20.8
650 19 2.9696E-08 -20.6
651 19 2.89731E-08 -20.4
652 19 2.83002E-08 -20.2
653 19 2.77156E-08 -20
654 19 2.70185E-08 -19.8
655 19 2.63443E-08 -19.6
656 19 2.56949E-08 -19.4
657 19 2.50691E-08 -19.2
658 19 2.44293E-08 -19
659 19 2.38285E-08 -18.8
660 19 2.32464E-08 -18.6
661 19 2.26571E-08 -18.4
662 19 2.20702E-08 -18.2
663 19 2.14814E-08 -18
664 19 2.09396E-08 -17.8
665 19 2.03953E-08 -17.6
666 19 1.98953E-08 -17.4
667 19 1.93917E-08 -17.2
668 19 1.88954E-08 -17
669 19 1.83928E-08 -16.8
670 19 1.79047E-08 -16.6
671 19 1.74791E-08 -16.4
672 19 1.70316E-08 -16.2
673 19 1.65949E-08 -16
674 19 1.61871E-08 -15.8
675 19 1.58237E-08 -15.6
676 19 1.54151E-08 -15.4
677 19 1.50295E-08 -15.2
678 19 1.4643E-08 -15
679 19 1.42874E-08 -14.8
680 19 1.39313E-08 -14.6
681 19 1.35989E-08 -14.4
682 19 1.32662E-08 -14.2
683 19 1.2957E-08 -14
684 19 1.26562E-08 -13.8
685 19 1.23615E-08 -13.6
686 19 1.21748E-08 -13.4
687 19 1.18343E-08 -13.2
688 19 1.15908E-08 -13
689 19 1.13494E-08 -12.8
690 19 1.12015E-08 -12.6
691 19 1.09811E-08 -12.4
692 19 1.07864E-08 -12.2
693 19 1.06996E-08 -12
694 19 1.03552E-08 -11.8
695 19 1.03749E-08 -11.6
696 19 1.00169E-08 -11.4
697 19 1.00563E-08 -11.2
698 19 9.9521E-09 -11
699 19 9.8201E-09 -10.8
700 19 9.676E-09 -10.6
701 19 9.5539E-09 -10.4
702 19 9.4316E-09 -10.2
703 19 9.3093E-09 -10
704 19 9.1831E-09 -9.8
705 19 9.0686E-09 -9.6
706 19 8.9624E-09 -9.4
707 19 8.8377E-09 -9.2
708 19 8.7365E-09 -9
709 19 8.69204E-09 -8.8
710 19 8.08825E-09 -8.6
711 19 7.93995E-09 -8.4
712 19 7.80114E-09 -8.2
713 19 7.68953E-09 -8
714 19 7.57282E-09 -7.8
715 19 7.46075E-09 -7.6
716 19 7.34688E-09 -7.4
717 19 7.2437E-09 -7.2
718 19 7.13809E-09 -7
719 19 7.03418E-09 -6.8
720 19 6.92547E-09 -6.6
721 19 6.82061E-09 -6.4
722 19 6.72208E-09 -6.2
723 19 6.62058E-09 -6
724 19 6.52177E-09 -5.8
725 19 6.42209E-09 -5.6
726 19 6.32137E-09 -5.4
727 19 6.21413E-09 -5.2
728 19 6.28427E-09 -5
729 19 6.03101E-09 -4.8
730 19 5.92488E-09 -4.6
731 19 5.99324E-09 -4.4
732 19 5.73159E-09 -4.2
733 19 5.64367E-09 -4
734 19 5.54189E-09 -3.8
735 19 5.61567E-09 -3.6
736 19 5.36195E-09 -3.4
737 19 5.26623E-09 -3.2
738 19 5.17054E-09 -3
739 19 5.23942E-09 -2.8
740 19 4.98764E-09 -2.6
741 19 4.88728E-09 -2.4
742 19 4.95342E-09 -2.2
743 19 4.86571E-09 -2
744 19 4.62092E-09 -1.8
745 19 4.6906E-09 -1.6
746 19 4.5986E-09 -1.4
747 19 4.35426E-09 -1.2
748 19 4.41506E-09 -1
749 19 4.17908E-09 -0.8
750 19 4.07659E-09 -0.6
751 19 3.99218E-09 -0.4
752 19 4.06463E-09 -0.2
753 19 3.98323E-09 0
754 19 3.747E-09 0.2
755 19 3.81505E-09 0.4
756 19 3.57514E-09 0.6
757 19 3.48391E-09 0.8
758 19 3.55697E-09 1
759 19 3.3223E-09 1.2
760 19 3.23556E-09 1.4
761 19 3.15436E-09 1.6
762 19 3.22469E-09 1.8
763 19 2.99649E-09 2
764 19 3.06943E-09 2.2
765 19 2.99702E-09 2.4
766 19 2.76387E-09 2.6
767 19 2.67738E-09 2.8
768 19 2.59788E-09 3
769 19 2.67302E-09 3.2
770 19 2.44953E-09 3.4
771 19 2.52003E-09 3.6
772 19 2.45203E-09 3.8
773 19 2.21942E-09 4
774 19 2.1448E-09 4.2
775 19 2.22715E-09 4.4
776 19 1.9982E-09 4.6
777 19 1.92745E-09 4.8
778 19 1.84936E-09 5
779 19 1.93693E-09 5.2
780 19 1.70925E-09 5.4
781 19 1.64006E-09 5.6
782 19 1.56472E-09 5.8
783 19 1.49586E-09 6
784 19 1.4266E-09 6.2
785 19 1.35587E-09 6.4
786 19 1.28993E-09 6.6
787 19 1.22079E-09 6.8
788 19 1.15885E-09 7
789 19 1.08836E-09 7.2
790 19 1.0262E-09 7.4
791 19 1.19779E-09 7.6
792 19 9.1632E-10 7.8
793 19 8.5193E-10 8
794 19 1.04669E-09 8.2
795 19 7.5248E-10 8.4
796 19 6.9255E-10 8.6
797 19 1.03673E-09 8.8
798 19 7.274E-10 9
799 19 7.8112E-10 9.2
800 19 9.7528E-10 9.4
801 19 1.52671E-09 9.6
802 19 2.68381E-09 9.8
803 19 4.17887E-09 10
804 19 5.81139E-09 10.2
805 19 6.92699E-09 10.4
806 19 8.24449E-09 10.6
807 19 9.7125E-09 10.8
808 19 1.1398E-08 11
809 19 1.51814E-08 11.2
810 19 1.53436E-08 11.4
811 19 1.67859E-08 11.6
812 19 1.83348E-08 11.8
813 19 2.00187E-08 12
814 19 2.18097E-08 12.2
815 19 2.37241E-08 12.4
816 19 2.57607E-08 12.6
817 19 2.79144E-08 12.8
818 19 3.01981E-08 13
819 19 3.26015E-08 13.2
820 19 3.51196E-08 13.4
821 19 3.77819E-08 13.6
822 19 4.05686E-08 13.8
823 19 4.35058E-08 14
824 19 4.65689E-08 14.2
825 19 4.97785E-08 14.4
826 19 5.3122E-08 14.6
827 19 5.66309E-08 14.8
828 19 6.02801E-08 15
829 19 6.40702E-08 15.2
830 19 6.80362E-08 15.4
831 19 7.21657E-08 15.6
832 19 7.64708E-08 15.8
833 19 8.09202E-08 16
834 19 8.55803E-08 16.2
835 19 9.03732E-08 16.4
836 19 9.53641E-08 16.6
837 19 1.005302E-07 16.8
838 19 1.058795E-07 17
839 19 1.113832E-07 17.2
840 19 1.17507E-07 17.4
841 19 1.22913E-07 17.6
842 19 1.28974E-07 17.8
843 19 1.35289E-07 18
844 19 1.41762E-07 18.2
845 19 1.48493E-07 18.4
846 19 1.55355E-07 18.6
847 19 1.62491E-07 18.8
848 19 1.69782E-07 19
849 19 1.77265E-07 19.2
850 19 1.85015E-07 19.4
851 19 1.92931E-07 19.6
852 19 2.01135E-07 19.8
853 19 2.09512E-07 20
854 19 2.1813E-07 20.2
855 19 2.26923E-07 20.4
856 19 2.36042E-07 20.6
857 19 2.45283E-07 20.8
858 19 2.54829E-07 21
