Voltage,Current
11.0,2.14792e-08
11.2,2.3308e-08
11.4,2.5217e-08
11.6,2.71931e-08
11.8,2.92501e-08
12.0,3.13783e-08
12.2,3.35839e-08
12.4,3.58584e-08
12.6,3.82045e-08
12.8,4.06211e-08
13.0,4.31094e-08
13.2,4.54396e-08
13.4,4.82896e-08
13.6,5.10142e-08
13.8,5.37855e-08
14.0,5.66349e-08
14.2,5.95357e-08
14.4,6.25206e-08
14.6,6.55694e-08
14.8,6.86852e-08
15.0,7.18484e-08
15.2,7.50669e-08
15.4,7.83723e-08
15.6,8.17201e-08
15.8,8.51545e-08
16.0,8.86178e-08
16.2,9.21632e-08
16.4,9.57466e-08
16.6,9.94155e-08
16.8,1.030957e-07
17.0,1.068894e-07
17.2,1.106982e-07
17.4,1.142906e-07
17.6,1.18814e-07
17.8,1.22535e-07
18.0,1.26611e-07
18.2,1.30708e-07
18.4,1.34882e-07
18.6,1.3909e-07
18.8,1.43362e-07
19.0,1.47657e-07
19.2,1.52014e-07
19.4,1.56439e-07
19.6,1.6092e-07
19.8,1.65448e-07
20.0,1.70003e-07
20.2,1.74666e-07
20.4,1.7934e-07
20.6,1.84074e-07
20.8,1.88797e-07
21.0,1.93651e-07
21.2,1.985e-07
21.4,2.03393e-07
21.6,2.08376e-07
21.8,2.13377e-07
22.0,2.18434e-07
22.2,2.23548e-07
22.4,2.28717e-07
22.6,2.3393e-07
22.8,2.39181e-07
23.0,2.44439e-07
23.2,2.49775e-07
23.4,2.55159e-07
23.6,2.60593e-07
23.8,2.66106e-07
24.0,2.71586e-07
24.2,2.77135e-07
24.4,2.82758e-07
24.6,2.88427e-07
24.8,2.94092e-07
25.0,2.99837e-07
25.2,3.05574e-07
25.4,3.11386e-07
25.6,3.17309e-07
25.8,3.23175e-07
26.0,3.29143e-07
26.2,3.35155e-07
26.4,3.41212e-07
26.6,3.4726e-07
26.8,3.5339e-07
27.0,3.59537e-07
27.2,3.65678e-07
27.4,3.71949e-07
27.6,3.78175e-07
27.8,3.84579e-07
28.0,3.90938e-07
28.2,3.97341e-07
28.4,4.03773e-07
28.6,4.10274e-07
28.8,4.16815e-07
29.0,4.23406e-07
29.2,4.29982e-07
29.4,4.36601e-07
29.6,4.43293e-07
29.8,4.49983e-07
30.0,4.56806e-07
-30.0,1.53445e-07
-29.8,8.67669e-08
-29.6,7.4427e-08
-29.4,6.62213e-08
-29.2,6.04311e-08
-29.0,5.68684e-08
-28.8,5.41647e-08
-28.6,5.17706e-08
-28.4,4.96404e-08
-28.2,4.77688e-08
-28.0,4.5956e-08
-27.8,4.43718e-08
-27.6,4.31646e-08
-27.4,4.19715e-08
-27.2,4.07568e-08
-27.0,3.96939e-08
-26.8,3.85172e-08
-26.6,3.73852e-08
-26.4,3.63607e-08
-26.2,3.543e-08
-26.0,3.44809e-08
-25.8,3.35081e-08
-25.6,3.26295e-08
-25.4,3.1819e-08
-25.2,3.0989e-08
-25.0,3.0239e-08
-24.8,2.95657e-08
-24.6,2.87847e-08
-24.4,2.79969e-08
-24.2,2.72296e-08
-24.0,2.64332e-08
-23.8,2.5638e-08
-23.6,2.48565e-08
-23.4,2.41095e-08
-23.2,2.33937e-08
-23.0,2.27436e-08
-22.8,2.20553e-08
-22.6,2.13947e-08
-22.4,2.0786e-08
-22.2,2.01532e-08
-22.0,1.95541e-08
-21.8,1.89704e-08
-21.6,1.84564e-08
-21.4,1.79233e-08
-21.2,1.73697e-08
-21.0,1.68667e-08
-20.8,1.63721e-08
-20.6,1.58946e-08
-20.4,1.54436e-08
-20.2,1.49861e-08
-20.0,1.45705e-08
-19.8,1.41626e-08
-19.6,1.37861e-08
-19.4,1.34064e-08
-19.2,1.30642e-08
-19.0,1.27282e-08
-18.8,1.25171e-08
-18.6,1.21478e-08
-18.4,1.18759e-08
-18.2,1.16205e-08
-18.0,1.14482e-08
-17.8,1.11414e-08
-17.6,1.09163e-08
-17.4,1.07798e-08
-17.2,1.06401e-08
-17.0,1.03902e-08
-16.8,1.0327e-08
-16.6,9.9833e-09
-16.4,1.00237e-08
-16.2,9.9204e-09
-16.0,9.7813e-09
-15.8,9.663e-09
-15.6,9.5416e-09
-15.4,9.4357e-09
-15.2,9.3193e-09
-15.0,9.2227e-09
-14.8,9.1324e-09
-14.6,9.0264e-09
-14.4,8.9415e-09
-14.2,8.8392e-09
-14.0,8.7365e-09
-13.8,8.6443e-09
-13.6,8.62533e-09
-13.4,8.02999e-09
-13.2,7.87187e-09
-13.0,7.74082e-09
-12.8,7.58546e-09
-12.6,7.46384e-09
-12.4,7.33829e-09
-12.2,7.22639e-09
-12.0,7.11289e-09
-11.8,6.98656e-09
-11.6,6.87099e-09
-11.4,6.74826e-09
-11.2,6.63734e-09
-11.0,6.51914e-09
-10.8,6.406e-09
-10.6,6.28175e-09
-10.4,6.17272e-09
-10.2,6.06329e-09
-10.0,5.95126e-09
-9.8,6.00518e-09
-9.6,5.73995e-09
-9.4,5.62716e-09
-9.2,5.6847e-09
-9.0,5.4259e-09
-8.8,5.32002e-09
-8.6,5.21341e-09
-8.4,5.27502e-09
-8.2,5.00994e-09
-8.0,4.91147e-09
-7.8,4.80309e-09
-7.6,4.85592e-09
-7.4,4.60186e-09
-7.2,4.49162e-09
-7.0,4.54222e-09
-6.8,4.44169e-09
-6.6,4.19591e-09
-6.4,4.23733e-09
-6.2,4.1524e-09
-6.0,3.89562e-09
-5.8,3.95296e-09
-5.6,3.69473e-09
-5.4,3.5999e-09
-5.2,3.65292e-09
-5.0,3.40904e-09
-4.8,3.30913e-09
-4.6,3.2112e-09
-4.4,3.27707e-09
-4.2,3.02828e-09
-4.0,3.08915e-09
-3.8,3.00329e-09
-3.6,2.76222e-09
-3.4,2.66594e-09
-3.2,2.57984e-09
-3.0,2.6497e-09
-2.8,2.41049e-09
-2.6,2.32587e-09
-2.4,2.3971e-09
-2.2,2.16166e-09
-2.0,2.0722e-09
-1.8,2.14713e-09
-1.6,1.91154e-09
-1.4,1.82836e-09
-1.2,1.75052e-09
-1.0,1.82346e-09
-0.8,1.59586e-09
-0.6,1.51305e-09
-0.4,1.43554e-09
-0.2,1.51178e-09
0.0,1.27852e-09
0.2,1.2081e-09
0.4,1.12705e-09
0.6,1.05497e-09
0.8,9.8258e-10
1.0,9.0467e-10
1.2,8.3598e-10
1.4,7.6303e-10
1.6,6.9692e-10
1.8,6.2211e-10
2.0,5.5662e-10
2.2,4.8674e-10
2.4,4.2235e-10
2.6,3.5708e-10
2.8,2.8681e-10
3.0,5.3584e-10
3.2,1.8485e-10
3.4,1.1287e-10
3.6,4.252e-11
3.8,-1.704e-11
4.0,-8.241e-11
4.2,-1.3922e-10
4.4,-1.9717e-10
4.6,-2.5722e-10
4.8,-3.0944e-10
5.0,-3.6793e-10
5.2,-4.1808e-10
5.4,-4.7351e-10
5.6,-5.2071e-10
5.8,-5.7487e-10
6.0,-6.2211e-10
6.2,-6.6833e-10
6.4,-7.1788e-10
6.6,-7.6151e-10
6.8,-8.1041e-10
7.0,-8.5112e-10
7.2,-8.971e-10
7.4,-9.2754e-10
7.6,-9.4289e-10
7.8,-9.1708e-10
8.0,-8.3978e-10
8.2,-4.7525e-10
8.4,3.7571e-10
8.6,1.81792e-09
8.8,3.44002e-09
9.0,4.18708e-09
9.2,5.3445e-09
9.4,6.60494e-09
9.6,8.25861e-09
9.8,1.012488e-08
10.0,1.28164e-08
10.2,1.31457e-08
10.4,1.4531e-08
10.6,1.6058e-08
10.8,1.76867e-08
11.0,1.94223e-08
11.2,2.1269e-08
11.4,2.32206e-08
11.6,2.52798e-08
11.8,2.7466e-08
12.0,2.97732e-08
12.2,3.21962e-08
12.4,3.47425e-08
12.6,3.74297e-08
12.8,4.02372e-08
13.0,4.31865e-08
13.2,4.62608e-08
13.4,4.946e-08
13.6,5.28301e-08
13.8,5.63206e-08
14.0,5.99681e-08
14.2,6.37546e-08
14.4,6.77015e-08
14.6,7.18081e-08
14.8,7.60763e-08
15.0,8.04875e-08
15.2,8.50532e-08
15.4,8.98061e-08
15.6,9.47258e-08
15.8,9.9845e-08
16.0,1.050864e-07
16.2,1.104962e-07
16.4,1.147813e-07
16.6,1.22426e-07
16.8,1.27808e-07
17.0,1.33922e-07
17.2,1.40193e-07
17.4,1.46689e-07
17.6,1.53425e-07
17.8,1.60359e-07
18.0,1.67539e-07
18.2,1.74872e-07
18.4,1.8249e-07
18.6,1.90216e-07
18.8,1.98196e-07
19.0,2.06319e-07
19.2,2.1458e-07
19.4,2.23134e-07
19.6,2.31765e-07
19.8,2.4071e-07
20.0,2.49733e-07
20.2,2.5899e-07
20.4,2.68377e-07
20.6,2.78e-07
20.8,2.8777e-07
21.0,2.97772e-07
21.2,3.07923e-07
21.4,3.18212e-07
21.6,3.28749e-07
21.8,3.39352e-07
22.0,3.50255e-07
22.2,3.61265e-07
22.4,3.72469e-07
22.6,3.83769e-07
22.8,3.95311e-07
23.0,4.06995e-07
23.2,4.18808e-07
23.4,4.30892e-07
23.6,4.43031e-07
23.8,4.55408e-07
24.0,4.67871e-07
24.2,4.80628e-07
24.4,4.93383e-07
24.6,5.06447e-07
24.8,5.19499e-07
25.0,5.32876e-07
25.2,5.46273e-07
25.4,5.59845e-07
25.6,5.73629e-07
25.8,5.87543e-07
26.0,6.01654e-07
26.2,6.15775e-07
26.4,6.30161e-07
26.6,6.44562e-07
26.8,6.5931e-07
27.0,6.73902e-07
27.2,6.88834e-07
27.4,7.03951e-07
27.6,7.19045e-07
27.8,7.34551e-07
28.0,7.49907e-07
28.2,7.65584e-07
28.4,7.8127e-07
28.6,7.97384e-07
28.8,8.13398e-07
29.0,8.2949e-07
29.2,8.45742e-07
29.4,8.62039e-07
29.6,8.78671e-07
29.8,8.9524e-07
30.0,9.12086e-07
-30.0,5.75117e-07
-29.8,1.44917e-07
-29.6,1.02248e-07
-29.4,9.01215e-08
-29.2,8.62476e-08
-29.0,8.28416e-08
-28.8,7.94604e-08
-28.6,7.66099e-08
-28.4,7.37612e-08
-28.2,7.13392e-08
-28.0,6.96719e-08
-27.8,6.7454e-08
-27.6,6.57703e-08
-27.4,6.38351e-08
-27.2,6.18884e-08
-27.0,6.01974e-08
-26.8,5.86691e-08
-26.6,5.71795e-08
-26.4,5.5989e-08
-26.2,5.48287e-08
-26.0,5.37458e-08
-25.8,5.24186e-08
-25.6,5.09637e-08
-25.4,4.97367e-08
-25.2,4.88112e-08
-25.0,4.79921e-08
-24.8,4.70821e-08
-24.6,4.60603e-08
-24.4,4.50976e-08
-24.2,4.42303e-08
-24.0,4.34582e-08
-23.8,4.26736e-08
-23.6,4.16085e-08
-23.4,4.06242e-08
-23.2,3.98479e-08
-23.0,3.90499e-08
-22.8,3.82242e-08
-22.6,3.73124e-08
-22.4,3.64018e-08
-22.2,3.55564e-08
-22.0,3.48367e-08
-21.8,3.41273e-08
-21.6,3.3347e-08
-21.4,3.26421e-08
-21.2,3.19807e-08
-21.0,3.12321e-08
-20.8,3.04462e-08
-20.6,2.9696e-08
-20.4,2.89731e-08
-20.2,2.83002e-08
-20.0,2.77156e-08
-19.8,2.70185e-08
-19.6,2.63443e-08
-19.4,2.56949e-08
-19.2,2.50691e-08
-19.0,2.44293e-08
-18.8,2.38285e-08
-18.6,2.32464e-08
-18.4,2.26571e-08
-18.2,2.20702e-08
-18.0,2.14814e-08
-17.8,2.09396e-08
-17.6,2.03953e-08
-17.4,1.98953e-08
-17.2,1.93917e-08
-17.0,1.88954e-08
-16.8,1.83928e-08
-16.6,1.79047e-08
-16.4,1.74791e-08
-16.2,1.70316e-08
-16.0,1.65949e-08
-15.8,1.61871e-08
-15.6,1.58237e-08
-15.4,1.54151e-08
-15.2,1.50295e-08
-15.0,1.4643e-08
-14.8,1.42874e-08
-14.6,1.39313e-08
-14.4,1.35989e-08
-14.2,1.32662e-08
-14.0,1.2957e-08
-13.8,1.26562e-08
-13.6,1.23615e-08
-13.4,1.21748e-08
-13.2,1.18343e-08
-13.0,1.15908e-08
-12.8,1.13494e-08
-12.6,1.12015e-08
-12.4,1.09811e-08
-12.2,1.07864e-08
-12.0,1.06996e-08
-11.8,1.03552e-08
-11.6,1.03749e-08
-11.4,1.00169e-08
-11.2,1.00563e-08
-11.0,9.9521e-09
-10.8,9.8201e-09
-10.6,9.676e-09
-10.4,9.5539e-09
-10.2,9.4316e-09
-10.0,9.3093e-09
-9.8,9.1831e-09
-9.6,9.0686e-09
-9.4,8.9624e-09
-9.2,8.8377e-09
-9.0,8.7365e-09
-8.8,8.69204e-09
-8.6,8.08825e-09
-8.4,7.93995e-09
-8.2,7.80114e-09
-8.0,7.68953e-09
-7.8,7.57282e-09
-7.6,7.46075e-09
-7.4,7.34688e-09
-7.2,7.2437e-09
-7.0,7.13809e-09
-6.8,7.03418e-09
-6.6,6.92547e-09
-6.4,6.82061e-09
-6.2,6.72208e-09
-6.0,6.62058e-09
-5.8,6.52177e-09
-5.6,6.42209e-09
-5.4,6.32137e-09
-5.2,6.21413e-09
-5.0,6.28427e-09
-4.8,6.03101e-09
-4.6,5.92488e-09
-4.4,5.99324e-09
-4.2,5.73159e-09
-4.0,5.64367e-09
-3.8,5.54189e-09
-3.6,5.61567e-09
-3.4,5.36195e-09
-3.2,5.26623e-09
-3.0,5.17054e-09
-2.8,5.23942e-09
-2.6,4.98764e-09
-2.4,4.88728e-09
-2.2,4.95342e-09
-2.0,4.86571e-09
-1.8,4.62092e-09
-1.6,4.6906e-09
-1.4,4.5986e-09
-1.2,4.35426e-09
-1.0,4.41506e-09
-0.8,4.17908e-09
-0.6,4.07659e-09
-0.4,3.99218e-09
-0.2,4.06463e-09
0.0,3.98323e-09
0.2,3.747e-09
0.4,3.81505e-09
0.6,3.57514e-09
0.8,3.48391e-09
1.0,3.55697e-09
1.2,3.3223e-09
1.4,3.23556e-09
1.6,3.15436e-09
1.8,3.22469e-09
2.0,2.99649e-09
2.2,3.06943e-09
2.4,2.99702e-09
2.6,2.76387e-09
2.8,2.67738e-09
3.0,2.59788e-09
3.2,2.67302e-09
3.4,2.44953e-09
3.6,2.52003e-09
3.8,2.45203e-09
4.0,2.21942e-09
4.2,2.1448e-09
4.4,2.22715e-09
4.6,1.9982e-09
4.8,1.92745e-09
5.0,1.84936e-09
5.2,1.93693e-09
5.4,1.70925e-09
5.6,1.64006e-09
5.8,1.56472e-09
6.0,1.49586e-09
6.2,1.4266e-09
6.4,1.35587e-09
6.6,1.28993e-09
6.8,1.22079e-09
7.0,1.15885e-09
7.2,1.08836e-09
7.4,1.0262e-09
7.6,1.19779e-09
7.8,9.1632e-10
8.0,8.5193e-10
8.2,1.04669e-09
8.4,7.5248e-10
8.6,6.9255e-10
8.8,1.03673e-09
9.0,7.274e-10
9.2,7.8112e-10
9.4,9.7528e-10
9.6,1.52671e-09
9.8,2.68381e-09
10.0,4.17887e-09
10.2,5.81139e-09
10.4,6.92699e-09
10.6,8.24449e-09
10.8,9.7125e-09
11.0,1.1398e-08
11.2,1.51814e-08
11.4,1.53436e-08
11.6,1.67859e-08
11.8,1.83348e-08
12.0,2.00187e-08
12.2,2.18097e-08
12.4,2.37241e-08
12.6,2.57607e-08
12.8,2.79144e-08
13.0,3.01981e-08
13.2,3.26015e-08
13.4,3.51196e-08
13.6,3.77819e-08
13.8,4.05686e-08
14.0,4.35058e-08
14.2,4.65689e-08
14.4,4.97785e-08
14.6,5.3122e-08
14.8,5.66309e-08
15.0,6.02801e-08
15.2,6.40702e-08
15.4,6.80362e-08
15.6,7.21657e-08
15.8,7.64708e-08
16.0,8.09202e-08
16.2,8.55803e-08
16.4,9.03732e-08
16.6,9.53641e-08
16.8,1.005302e-07
17.0,1.058795e-07
17.2,1.113832e-07
17.4,1.17507e-07
17.6,1.22913e-07
17.8,1.28974e-07
18.0,1.35289e-07
18.2,1.41762e-07
18.4,1.48493e-07
18.6,1.55355e-07
18.8,1.62491e-07
19.0,1.69782e-07
19.2,1.77265e-07
19.4,1.85015e-07
19.6,1.92931e-07
19.8,2.01135e-07
20.0,2.09512e-07
20.2,2.1813e-07
20.4,2.26923e-07
20.6,2.36042e-07
20.8,2.45283e-07
21.0,2.54829e-07
21.2,2.6455e-07
21.4,2.74524e-07
21.6,2.84833e-07
21.8,2.95267e-07
22.0,3.06077e-07
22.2,3.17e-07
22.4,3.28278e-07
22.6,3.39764e-07
22.8,3.51562e-07
23.0,3.63522e-07
23.2,3.75688e-07
23.4,3.88247e-07
23.6,4.00977e-07
23.8,4.14001e-07
24.0,4.27227e-07
24.2,4.40788e-07
24.4,4.54491e-07
24.6,4.68602e-07
24.8,4.82821e-07
25.0,4.97508e-07
25.2,5.12314e-07
25.4,5.27457e-07
25.6,5.42971e-07
25.8,5.58676e-07
26.0,5.74789e-07
26.2,5.91091e-07
26.4,6.0783e-07
26.6,6.24616e-07
26.8,6.41897e-07
27.0,6.59334e-07
27.2,6.77032e-07
27.4,6.95155e-07
27.6,7.13314e-07
27.8,7.31956e-07
28.0,7.50654e-07
28.2,7.69786e-07
28.4,7.89117e-07
28.6,8.08834e-07
28.8,8.286e-07
29.0,8.48795e-07
29.2,8.69113e-07
29.4,8.89612e-07
29.6,9.10678e-07
29.8,9.31813e-07
30.0,9.53369e-07
-30.0,7.3902e-07
-29.8,1.39452e-07
-29.6,1.28907e-07
-29.4,1.22652e-07
-29.2,1.17535e-07
-29.0,1.13168e-07
-28.8,1.08754e-07
-28.6,1.05245e-07
-28.4,1.02275e-07
-28.2,9.85571e-08
-28.0,9.57098e-08
-27.8,9.31386e-08
-27.6,9.07219e-08
-27.4,8.85405e-08
-27.2,8.61531e-08
-27.0,8.40149e-08
-26.8,8.21551e-08
-26.6,8.03849e-08
-26.4,7.90675e-08
-26.2,7.70493e-08
-26.0,7.50499e-08
-25.8,7.32194e-08
-25.6,7.14994e-08
-25.4,7.00108e-08
-25.2,6.85557e-08
-25.0,6.70543e-08
-24.8,6.56877e-08
-24.6,6.43498e-08
-24.4,6.30015e-08
-24.2,6.1699e-08
-24.0,6.04486e-08
-23.8,5.93619e-08
-23.6,5.79972e-08
-23.4,5.6229e-08
-23.2,5.50211e-08
-23.0,5.39918e-08
-22.8,5.29764e-08
-22.6,5.20287e-08
-22.4,5.12634e-08
-22.2,5.03059e-08
-22.0,4.89887e-08
-21.8,4.76409e-08
-21.6,4.65068e-08
-21.4,4.55834e-08
-21.2,4.49065e-08
-21.0,4.43794e-08
-20.8,4.34689e-08
-20.6,4.26112e-08
-20.4,4.16831e-08
-20.2,4.09056e-08
-20.0,4.00246e-08
-19.8,3.92523e-08
-19.6,3.84818e-08
-19.4,3.77584e-08
-19.2,3.70746e-08
-19.0,3.63824e-08
-18.8,3.56828e-08
-18.6,3.49508e-08
-18.4,3.42548e-08
-18.2,3.36016e-08
-18.0,3.30169e-08
-17.8,3.2374e-08
-17.6,3.17546e-08
-17.4,3.11959e-08
-17.2,3.06197e-08
-17.0,3.01247e-08
-16.8,2.95104e-08
-16.6,2.90356e-08
-16.4,2.85531e-08
-16.2,2.79923e-08
-16.0,2.74229e-08
-15.8,2.68579e-08
-15.6,2.63102e-08
-15.4,2.57805e-08
-15.2,2.52513e-08
-15.0,2.47269e-08
-14.8,2.42043e-08
-14.6,2.36791e-08
-14.4,2.31703e-08
-14.2,2.2648e-08
-14.0,2.21678e-08
-13.8,2.17143e-08
-13.6,2.12248e-08
-13.4,2.07862e-08
-13.2,2.03314e-08
-13.0,1.98756e-08
-12.8,1.94186e-08
-12.6,1.90035e-08
-12.4,1.85851e-08
-12.2,1.81971e-08
-12.0,1.78077e-08
-11.8,1.74172e-08
-11.6,1.70349e-08
-11.4,1.66397e-08
-11.2,1.62791e-08
-11.0,1.58974e-08
-10.8,1.55675e-08
-10.6,1.51984e-08
-10.4,1.48432e-08
-10.2,1.44977e-08
-10.0,1.41536e-08
-9.8,1.38409e-08
-9.6,1.35248e-08
-9.4,1.33166e-08
-9.2,1.29522e-08
-9.0,1.26857e-08
-8.8,1.24184e-08
-8.6,1.22495e-08
-8.4,1.19362e-08
-8.2,1.16985e-08
-8.0,1.14874e-08
-7.8,1.13779e-08
-7.6,1.10881e-08
-7.4,1.08934e-08
-7.2,1.08825e-08
-7.0,1.05598e-08
-6.8,1.05969e-08
-6.6,1.0255e-08
-6.4,1.02936e-08
-6.2,1.00863e-08
-6.0,9.9784e-09
-5.8,9.9077e-09
-5.6,9.7848e-09
-5.4,9.6683e-09
-5.2,9.5453e-09
-5.0,9.4248e-09
-4.8,9.3157e-09
-4.6,9.1943e-09
-4.4,9.0852e-09
-4.2,8.9646e-09
-4.0,8.8622e-09
-3.8,8.7563e-09
-3.6,8.632e-09
-3.4,8.5322e-09
-3.2,8.50634e-09
-3.0,7.92769e-09
-2.8,7.78812e-09
-2.6,7.68408e-09
-2.4,7.56987e-09
-2.2,7.46913e-09
-2.0,7.36392e-09
-1.8,7.26115e-09
-1.6,7.16279e-09
-1.4,7.0681e-09
-1.2,6.96669e-09
-1.0,6.87222e-09
-0.8,6.77705e-09
-0.6,6.68168e-09
-0.4,6.59731e-09
-0.2,6.50086e-09
0.0,6.3989e-09
0.2,6.32308e-09
0.4,6.3908e-09
0.6,6.14109e-09
0.8,6.05099e-09
1.0,5.95592e-09
1.2,5.87619e-09
1.4,5.78329e-09
1.6,5.69172e-09
1.8,5.60882e-09
2.0,5.679e-09
2.2,5.43606e-09
2.4,5.34474e-09
2.6,5.26419e-09
2.8,5.33614e-09
3.0,5.10034e-09
3.2,5.01171e-09
3.4,4.93381e-09
3.6,5.00734e-09
3.8,4.7661e-09
4.0,4.67432e-09
4.2,4.75839e-09
4.4,4.67813e-09
4.6,4.43259e-09
4.8,4.51672e-09
5.0,4.43021e-09
5.2,4.19396e-09
5.4,4.27093e-09
5.6,4.03642e-09
5.8,3.94665e-09
6.0,4.03063e-09
6.2,3.80363e-09
6.4,3.71915e-09
6.6,3.64597e-09
6.8,3.72674e-09
7.0,3.49676e-09
7.2,3.57327e-09
7.4,3.50459e-09
7.6,3.27083e-09
7.8,3.20025e-09
8.0,3.12397e-09
8.2,3.2053e-09
8.4,2.98177e-09
8.6,2.90361e-09
8.8,2.99299e-09
9.0,2.97433e-09
9.2,2.71294e-09
9.4,2.79655e-09
9.6,2.58023e-09
9.8,2.52069e-09
10.0,2.61991e-09
10.2,2.5915e-09
10.4,2.4157e-09
10.6,2.44151e-09
10.8,2.71449e-09
11.0,3.05312e-09
11.2,3.58213e-09
11.4,4.33616e-09
